試算番号（明細）,バージョン1,PLANID,品目コード,基本数量単位,数量,販売伝票通貨,標準単価,□S販売単価,契約開始日,契約終了日,解約日,契約期間数,更新期間数,HARIS伝票区分,受注伝票番号,受注明細番号,□前受注伝票番号,□前受注明細番号
QJ01435252,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1435252,100,,
QJ01435344,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1435344,400,,
QJ01435419,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1435419,300,,
QJ01435434,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1435434,400,,
QJ01435437,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1435437,400,,
QJ01435438,,,UX142F2,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1435438,400,,
QJ01435439,,,UX142F2,個,1,JPY,0,,2017/5/1,2018/4/30,,12,0,1,1435439,400,,
QJ01435521,,,UX149R1,個,1,JPY,0,,2016/12/27,2017/12/26,,12,0,1,1448172,2900,,
QJ01435524,,,UX149R1,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1436714,2400,,
QJ01435527,,,UX149R1,個,1,JPY,0,,2017/1/10,2018/1/9,,12,0,1,1436800,1300,,
QJ01435530,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1437108,900,,
QJ01435577,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1435577,800,,
QJ01435577,,,UX14353,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1435577,900,,
QJ01435578,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1435578,400,,
QJ01435605,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1435605,1000,,
QJ01435606,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1435606,500,,
QJ01435731,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1435731,100,,
QJ01435777,,,UX149R1,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1436022,300,,
QJ01435842,,,UX149R1,個,1,JPY,0,,2017/1/12,2018/1/11,,12,0,1,1449295,2500,,
QJ01435843,,,UX149R1,個,1,JPY,0,,2017/1/12,2018/1/11,,12,0,1,1451295,1800,,
QJ01435898,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1435898,800,,
QJ01435899,,,UX149R1,個,1,JPY,0,,2017/3/16,2018/3/15,,12,0,1,1489315,1000,,
QJ01435902,,,UX149R1,個,1,JPY,0,,2016/12/27,2017/12/26,,12,0,1,1436971,2400,,
QJ01435905,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1435905,400,,
QJ01436062,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1436062,400,,
QJ01436069,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1436069,400,,
QJ01436070,,,UX142F2,個,1,JPY,0,,2016/12/1,2017/11/30,,12,0,1,1436070,400,,
QJ01436139,,,UX142F2,個,1,JPY,0,,2016/11/1,2017/10/31,,12,0,1,1436139,600,,
QJ01436148,,,UX142F2,個,1,JPY,0,,2016/12/20,2017/12/19,,12,0,1,1436148,100,,
